X;Y;AVERAGE_GRADE
1.95000;4.05000;14.09987
2.05000;4.05000;13.42277
2.15000;4.05000;12.93050
1.65000;4.15000;15.09815
1.75000;4.15000;14.87970
1.85000;4.15000;14.69680
1.95000;4.15000;14.12009
2.05000;4.15000;13.44756
2.15000;4.15000;12.86254
1.75000;4.25000;14.66545
1.85000;4.25000;14.47422
1.95000;4.25000;13.72724
2.05000;4.25000;12.95202
2.15000;4.25000;11.97677
1.85000;4.35000;14.21503
1.95000;4.35000;13.35622
2.05000;4.35000;12.31988
2.15000;4.35000;11.41730
1.95000;4.45000;13.19766
2.05000;4.45000;12.43015
2.05000;4.55000;12.70095
